timestamp,fridge,wine_cellar,garage_door,microwave,living_room_appliances,temperature,humidity,visibility,wind_speed,cloud_cover,pressure,total_energy_consumption
01-01-2024 17.00,0.102475643,0.081095382,0.02516096,0.199768965,0.35545016,22.91541664,78.28952182,2.78414133,10.81548127,4.863036391,982.4528725,0.76395111
01-01-2024 18.00,0.093194502,0.06187211,0.00338982,0.115844007,0.164429671,26.04153393,78.59163797,1.259516585,3.300400458,46.21584492,987.6697773,0.43873011
01-01-2024 19.00,0.079122914,0.03814181,0.036179035,0.008453799,0.492179559,20.8549965,37.23131039,9.196846172,13.16776816,76.59298422,986.6377155,0.654077117
01-01-2024 20.00,0.111185289,0.073321758,0.040298506,0.117350959,0.381594369,34.68119145,48.09122423,9.017248363,5.816374652,2.215263275,984.2666491,0.723750882
01-01-2024 21.00,0.063949386,0.026408458,0.014474893,0.054914539,0.401351018,20.83490336,76.80156387,2.966354445,13.51353733,11.25514505,995.105304,0.561098295
01-01-2024 22.00,0.079214465,0.055346696,0.033206287,0.006496264,0.126310681,23.81950777,61.52472426,8.021856323,5.127523795,72.01866796,991.4654517,0.300574394
01-01-2024 23.00,0.086636184,0.033069341,0.021329595,0.164170661,0.405367126,17.06552331,87.39509164,1.431816951,0.129657322,59.35809907,1007.434563,0.710572907
02-01-2024 0.00,0.095606998,0.034756724,0.044455968,0.055145927,0.409889372,20.21253027,58.86375872,3.565522034,7.755306466,71.5247614,996.3644711,0.639854989
02-01-2024 1.00,0.128517596,0.036183516,0.042261278,0.159309711,0.368709091,15.9666428,70.61747625,6.613002174,7.871819042,23.01039549,1000.260393,0.734981191
02-01-2024 2.00,0.069967378,0.050936565,0.0262716,0.057643517,0.216763846,26.19017267,60.58700194,7.868610965,1.797512742,80.37687833,1027.093235,0.421582905
02-01-2024 3.00,0.101423444,0.024092016,0.034575277,0.038865271,0.295876017,30.02129366,86.57792974,1.093592699,3.524453601,47.98710601,987.7827821,0.494832025
02-01-2024 4.00,0.109241457,0.051823475,0.044167485,0.194787115,0.144173749,18.91419629,53.91954552,3.935877519,11.75243386,61.03019742,999.4228663,0.544193281
02-01-2024 5.00,0.054645041,0.060936596,0.024785851,0.072329066,0.288634827,22.35821876,43.78778731,2.929110041,0.551337369,9.21534172,992.854092,0.50133138
02-01-2024 6.00,0.110754485,0.058663543,0.015662537,0.120275242,0.197529541,15.33232453,49.59803162,9.989023652,7.3429003,20.50315834,1007.458299,0.502885348
02-01-2024 7.00,0.067052412,0.050622728,0.037683307,0.121996299,0.239638795,31.79044111,81.16651225,7.038840091,7.956121851,77.33578816,1016.816811,0.51699354
02-01-2024 8.00,0.056505159,0.087131729,0.011003313,0.112094696,0.165040163,30.5992705,59.87631381,4.651043076,10.33068091,22.39084412,1020.849394,0.43177506
02-01-2024 9.00,0.144888554,0.031626135,0.019426557,0.182939149,0.192021747,16.26508062,51.25513821,1.680873418,0.561844011,9.252982752,1005.764835,0.570902142
02-01-2024 10.00,0.146563203,0.06045574,0.043286362,0.134888214,0.130627457,22.29735219,62.65560131,6.388032318,8.784694906,59.72032823,1022.74583,0.515820976
02-01-2024 11.00,0.130839735,0.024963313,0.036221117,0.080746601,0.467960547,34.10573228,37.99378244,6.775313238,0.046470549,54.79365162,1019.253775,0.740731313
02-01-2024 12.00,0.080461377,0.025692454,0.02019055,0.172476077,0.312164275,22.84054112,30.32155828,8.347653348,3.977675509,60.7893929,987.8502031,0.610984734
02-01-2024 13.00,0.059767211,0.065909268,0.010737225,0.03621258,0.258696789,25.52417353,46.83508102,3.597191676,7.49526383,61.83054964,992.271438,0.431323073
02-01-2024 14.00,0.118423303,0.065281474,0.01779842,0.108847352,0.314011685,22.10485722,66.30034319,9.832852724,13.66922006,50.01973459,1013.586026,0.624362233
02-01-2024 15.00,0.094015249,0.090242681,0.014205207,0.190110074,0.351317291,26.92262776,72.70084618,4.955191654,1.89884724,49.37739206,1028.739701,0.739890504
02-01-2024 16.00,0.062203823,0.064629894,0.008804464,0.125079526,0.468751517,34.56313751,79.59665798,3.663493792,2.539336935,92.41655653,998.806485,0.729469225
02-01-2024 17.00,0.099517691,0.096783282,0.037166646,0.16339369,0.171477181,34.95005007,85.59981356,4.136044006,10.03875097,53.38817249,991.490392,0.568338489
02-01-2024 18.00,0.053438852,0.023895588,0.012603494,0.130712145,0.218220999,30.49429956,54.72674082,5.676274477,5.622925407,61.73002024,1023.456472,0.438871079
02-01-2024 19.00,0.14093204,0.027840615,0.022708374,0.167874173,0.490315735,23.08622196,74.43100797,9.430314081,9.351321029,26.69693919,989.980598,0.849670936
02-01-2024 20.00,0.075877998,0.023525269,0.019292972,0.188897576,0.248477195,24.88864402,34.48037581,7.616429181,14.96181251,87.10932008,1014.870414,0.55607101
02-01-2024 21.00,0.116252228,0.034822148,0.049103869,0.054584346,0.10902466,22.13462656,33.45179993,6.193986845,14.80307492,2.436809266,981.7124535,0.363787251
02-01-2024 22.00,0.081171108,0.063301609,0.019554612,0.033932216,0.159057397,34.7114926,37.48787952,2.465293492,5.305703692,55.72267623,980.9490258,0.357016942
02-01-2024 23.00,0.102006802,0.071645775,0.003999124,0.09679815,0.110535481,29.15520612,56.91414587,2.344179798,7.558880307,38.38502952,1002.578336,0.384985332
03-01-2024 0.00,0.104671028,0.023646813,0.004491288,0.140372485,0.495969257,23.97862891,42.67688631,5.519772224,13.57035238,60.39041956,1012.827006,0.769150871
03-01-2024 1.00,0.068485446,0.095677671,0.029537686,0.045438251,0.21154834,15.2423054,47.21549652,7.558378341,1.382514936,36.01720498,987.1217227,0.450687393
03-01-2024 2.00,0.146958463,0.08737323,0.029968178,0.00082029,0.469417103,25.40966829,68.87281041,7.759109555,6.784558558,71.76879117,1018.194123,0.734537263
03-01-2024 3.00,0.127513282,0.043728999,0.02093795,0.068587023,0.49835451,34.67856403,51.51133073,3.033229455,5.663660225,2.033144297,986.4368241,0.759121764
03-01-2024 4.00,0.143949894,0.026175002,0.021592185,0.193771867,0.339936488,25.46121818,63.44229346,1.900895616,4.42324159,40.58894388,1006.68539,0.725425437
03-01-2024 5.00,0.139482735,0.033590966,0.002696629,0.138993492,0.113278526,18.64853371,54.7442254,4.460148903,14.91306318,83.12635997,995.4149596,0.428042348
03-01-2024 6.00,0.109789998,0.030155553,0.025827326,0.080265089,0.132636652,15.44187494,40.13815533,9.263552889,11.00323941,25.02007178,1017.612664,0.378674617
03-01-2024 7.00,0.142187424,0.029862702,0.025236974,0.038515219,0.292635622,22.09407516,34.44119942,5.908305274,5.831204886,5.275087838,1020.205838,0.528437941
03-01-2024 8.00,0.05884925,0.061484935,0.007477466,0.071217935,0.262468805,33.36456111,44.17388972,3.880897901,12.43532837,49.65240746,983.304562,0.461498391
03-01-2024 9.00,0.069598286,0.039667795,0.005191969,0.033967887,0.342470922,34.93108216,33.46202817,3.912739015,7.344991511,97.65334605,989.6302285,0.49089686
03-01-2024 10.00,0.054522729,0.048651177,0.006178625,0.021261164,0.275539124,33.9073595,67.11671759,2.188783407,13.09236619,6.415856154,1024.632205,0.406152819
03-01-2024 11.00,0.082533033,0.099160427,0.005051412,0.181348475,0.47363074,29.58839987,77.74305609,5.259013625,3.995697684,7.005649275,1000.780642,0.841724086
03-01-2024 12.00,0.088867729,0.07474514,0.03048541,0.199530068,0.313895886,26.16285457,50.38444609,8.122264107,3.354003411,59.51165649,1003.836793,0.707524233
03-01-2024 13.00,0.077134903,0.095918453,0.009824133,0.032822888,0.377490425,26.81372293,53.22666332,9.717028224,3.709300219,25.00677129,988.4011921,0.593190802
03-01-2024 14.00,0.132873751,0.031404524,0.012571508,0.010904512,0.458594109,25.77984018,78.97146377,5.514355,8.077208642,41.02312336,1029.74474,0.646348404
03-01-2024 15.00,0.085675333,0.050571158,0.008678607,0.065946221,0.15874875,29.1409861,43.35677474,2.504934243,4.369700867,83.0507153,1026.152384,0.36962007
03-01-2024 16.00,0.078093451,0.064378544,0.047891765,0.092331836,0.191893862,23.37746453,37.14961591,7.146553598,2.206795262,19.88486842,980.1012335,0.474589458
03-01-2024 17.00,0.104269608,0.026140645,0.042730873,0.040964249,0.142927464,28.3840801,60.06708704,7.811122085,14.91941878,71.9299937,1007.536734,0.35703284
03-01-2024 18.00,0.064092422,0.020334995,0.011524742,0.060284982,0.15585536,17.4322423,68.77141017,1.645297745,13.50649841,50.44855133,1023.613369,0.312092502
03-01-2024 19.00,0.130219698,0.073634747,0.016378315,0.040174147,0.305033587,20.31390613,65.9792655,8.651252167,9.525186562,90.49576924,1001.52668,0.565440493
03-01-2024 20.00,0.057455064,0.071345561,0.010494642,0.154852114,0.228471704,31.72006078,72.83238272,8.46390151,13.37314311,97.29620003,1001.840713,0.522619085
03-01-2024 21.00,0.148688694,0.052863105,0.024593798,0.142515589,0.269269136,33.07497861,33.40507093,5.252869486,14.03194106,48.49607857,998.9673578,0.637930321
03-01-2024 22.00,0.127224477,0.059171526,0.000980527,0.126990303,0.492995933,25.78016475,55.69209677,6.043802668,10.14162438,58.46470591,981.4414168,0.807362766
03-01-2024 23.00,0.069871568,0.05323544,0.0335684,0.077443571,0.162681739,15.63271234,44.31423144,7.420672573,7.78019668,74.58425407,1019.514167,0.396800719
04-01-2024 0.00,0.050552212,0.021920404,0.026157907,0.181808188,0.316324828,33.53947142,75.54727557,7.090733126,13.23002688,31.86741419,1002.83926,0.596763539
04-01-2024 1.00,0.131546143,0.046829728,0.044931946,0.193906508,0.139548462,29.04128516,82.36382904,1.148823804,8.516954954,22.67403505,1006.553282,0.556762788
04-01-2024 2.00,0.120685734,0.03416658,0.008219634,0.034727863,0.227398525,23.28055848,46.88014445,2.101917735,1.902008143,96.46851724,992.7842558,0.425198337
04-01-2024 3.00,0.122900717,0.027873935,0.040205462,0.044602528,0.311010369,26.96757886,35.71308474,2.463315002,5.502840007,43.26153912,1019.205925,0.546593012
04-01-2024 4.00,0.127127035,0.096537635,0.039598051,0.105126206,0.478652698,23.59549669,45.20567772,7.801083002,6.688814276,0.159082652,1019.687427,0.847041624
04-01-2024 5.00,0.057404465,0.067948778,0.006359059,0.018250114,0.256491289,24.30678453,36.24050934,4.960752066,14.03053524,83.77182985,1007.646041,0.406453705
04-01-2024 6.00,0.085846573,0.078292503,0.019927961,0.08728968,0.125962678,32.73619731,49.34532997,5.909523637,9.887782085,59.96641613,1025.231396,0.397319395
04-01-2024 7.00,0.061586906,0.045229099,0.008507632,0.116358253,0.255264579,18.22168494,62.2919147,7.954186932,13.12916344,16.85585627,985.7942115,0.48694647
04-01-2024 8.00,0.136310343,0.05145177,0.012736025,0.104414714,0.15829647,17.07338271,88.42085726,4.068840422,11.36387551,3.013969318,1019.331333,0.463209323
04-01-2024 9.00,0.112329813,0.03895392,0.013162309,0.066181717,0.191995845,15.05457489,53.96221526,7.740012046,4.647913298,29.1482431,1007.929207,0.422623603
04-01-2024 10.00,0.083089802,0.027757254,0.02781182,0.108489161,0.347236249,21.28000751,43.20239543,4.980693472,10.7806349,92.78870955,991.5506584,0.594384286
04-01-2024 11.00,0.056355835,0.034322531,0.020570547,0.191760191,0.126969546,17.94827533,40.00810442,4.39462169,2.929496039,93.349117,986.6151891,0.42997865
04-01-2024 12.00,0.081098232,0.083801124,0.04738664,0.041203481,0.285889503,19.3997099,40.38238597,3.997335376,6.122187176,31.10034863,995.050352,0.539378979
04-01-2024 13.00,0.082518332,0.074203664,0.006318507,0.130966272,0.343784634,15.22477965,41.555861,9.684503339,12.09137786,83.59309928,1022.815796,0.63779141
04-01-2024 14.00,0.122960618,0.06375431,0.048684607,0.008679339,0.268743357,19.54390829,75.73602135,7.947760696,9.178937429,44.18453233,1019.380967,0.51282223
04-01-2024 15.00,0.113755747,0.05800719,0.011531932,0.013283281,0.10765054,21.65423164,33.66166269,1.181763467,12.38118759,65.43447491,1012.256621,0.30422869
04-01-2024 16.00,0.138721274,0.093794743,0.038643697,0.110365645,0.494207743,15.63134993,89.84416242,9.616739379,3.820553735,33.44438759,984.5163504,0.875733101
04-01-2024 17.00,0.097221493,0.025818796,0.016948496,0.020987836,0.246846307,27.15808249,61.36118347,7.978956668,11.24623249,51.59725963,1027.741532,0.407822928
04-01-2024 18.00,0.061959425,0.042448065,0.00715407,0.004469358,0.411430875,26.37600698,62.65631366,2.34257243,3.034865422,29.37794466,995.2720066,0.527461792
04-01-2024 19.00,0.121324479,0.047995028,0.042894459,0.0343026,0.230258597,16.94071557,51.45383272,1.687043129,8.179562586,6.111436236,1010.349999,0.476775163
04-01-2024 20.00,0.126078505,0.082594065,0.015443045,0.112969834,0.290006703,26.90019555,71.41532156,3.773746843,6.503018917,13.93781862,1020.155094,0.627092152
04-01-2024 21.00,0.10612772,0.09940117,0.03294277,0.140668191,0.255385457,34.97307837,58.28738045,6.617633764,8.347137867,29.06744945,986.6427917,0.634525308
04-01-2024 22.00,0.127096718,0.039253641,0.028322184,0.040495713,0.237015692,33.88937906,49.7436771,6.548920202,2.03300136,97.6253784,1012.609837,0.472183948
04-01-2024 23.00,0.09937956,0.089944587,0.023587815,0.133651887,0.108740551,15.05341987,45.90830422,3.482651126,5.418418133,96.56721502,981.6147998,0.4553044
05-01-2024 0.00,0.102273283,0.086449821,0.024790974,0.036495266,0.244008375,30.90756623,85.53907242,5.011074808,10.00355746,82.76633425,985.0894656,0.494017719
05-01-2024 1.00,0.092754102,0.037972592,0.036611896,0.122691485,0.455795996,22.07210552,47.4593709,2.907011401,8.377961911,23.25060511,1016.157182,0.745826071
05-01-2024 2.00,0.052541913,0.051946606,0.004388646,0.082391936,0.376157335,16.27302741,56.18359557,1.455208167,8.234546384,44.16021405,987.7541078,0.567426436
05-01-2024 3.00,0.060789143,0.05277383,0.033409033,0.130759902,0.158169144,20.91966427,51.02048413,5.652734207,7.662451682,43.97828385,1002.175336,0.435901051
05-01-2024 4.00,0.053142919,0.098257653,0.044790605,0.19901055,0.336462002,21.43473033,35.17072965,4.122920208,14.15827365,38.69732448,992.4166275,0.731663729
05-01-2024 5.00,0.113641041,0.034471352,0.00288941,0.187563393,0.456892344,25.46488479,41.15606367,5.885941891,14.01854547,4.488030509,1001.061475,0.79545754
05-01-2024 6.00,0.081435598,0.083932638,0.007032667,0.000856352,0.380013616,28.22167535,41.37011852,9.518565902,5.402174592,53.45273742,983.861012,0.553270871
05-01-2024 7.00,0.100857069,0.046735417,0.035831597,0.177087753,0.159473757,29.98111224,71.61897086,2.290332805,5.278425174,7.281199212,1017.745027,0.519985593
05-01-2024 8.00,0.140756647,0.078469628,0.021864082,0.013298159,0.447132999,19.91806085,54.3951246,1.017658165,8.323476849,80.19186807,983.9520589,0.701521515
05-01-2024 9.00,0.074929223,0.05360088,0.020177431,0.190609317,0.220617605,21.4354114,76.91805378,1.69190392,1.434094262,69.13071428,1021.895725,0.559934457
05-01-2024 10.00,0.091038292,0.066268781,0.006848332,0.056365136,0.281630458,21.16763414,72.53705546,5.164374665,4.545100512,35.27370066,1013.130443,0.502150999
05-01-2024 11.00,0.125555114,0.086608942,0.025338502,0.076406966,0.310457104,22.25473736,41.52298598,7.362388268,3.463013487,64.71363822,1000.829279,0.624366628
05-01-2024 12.00,0.072879817,0.084333245,0.006327266,0.018327641,0.440202642,34.99312618,63.77501521,6.22687243,3.350845025,23.30370066,1023.324327,0.62207061
05-01-2024 13.00,0.057697991,0.089313855,0.023831023,0.022454552,0.472642998,30.55886606,74.57453076,5.454051466,9.577582888,26.5250065,989.3065639,0.665940418
05-01-2024 14.00,0.078975145,0.024769386,0.038180765,0.145348113,0.471861151,34.49980931,67.98257541,4.18566818,5.765255015,31.41335169,993.2282114,0.75913456
05-01-2024 15.00,0.066122129,0.075364044,0.012913218,0.188866447,0.103181673,28.86222119,66.00099049,3.789767544,2.567465621,79.70115999,986.8561831,0.446447511
05-01-2024 16.00,0.142969765,0.03119899,0.024039308,0.122149699,0.468755394,23.12541403,74.37665324,4.386575576,13.31357767,21.06913468,999.0784347,0.789113157
05-01-2024 17.00,0.130812038,0.053265485,0.049600798,0.143170003,0.121754786,22.79488367,33.40684436,6.504714586,13.11223032,56.27812275,1029.336659,0.498603111
05-01-2024 18.00,0.113340376,0.063887073,0.034332521,0.152393949,0.206309463,24.7716229,73.88531684,2.509785603,12.93694385,20.04671144,988.0513689,0.570263382
05-01-2024 19.00,0.137146059,0.052219159,0.042067839,0.052562855,0.305995142,23.33739567,46.35931579,7.942258747,5.861174134,28.50374251,1021.548824,0.589991053
05-01-2024 20.00,0.130367208,0.061568934,0.02074238,0.009045926,0.291970276,31.56652492,64.31233527,6.177279161,0.854736803,23.5481293,1012.594004,0.513694724
05-01-2024 21.00,0.068657006,0.099722105,0.038393046,0.000374549,0.341883918,24.30004026,44.53829968,3.422407399,1.601130268,64.50046711,980.7907065,0.549030623
05-01-2024 22.00,0.1392559,0.030817385,0.002025459,0.070129857,0.291778491,20.9122872,80.32905433,5.510376665,4.140721197,52.67289445,1027.24451,0.534007092
05-01-2024 23.00,0.103934224,0.074036484,0.006145559,0.048292846,0.473750272,30.49720537,58.83356126,9.665008189,3.299550062,72.12991459,1028.554563,0.706159384
06-01-2024 0.00,0.130744016,0.051680077,0.01015353,0.012463545,0.196219539,32.08840819,68.57647272,1.184423762,13.1097843,21.99434373,1026.245035,0.401260707
06-01-2024 1.00,0.13960913,0.030640784,0.020097596,0.035905658,0.209609878,23.40857912,77.64492261,2.795703768,14.79537271,0.914853573,1005.086983,0.435863046
06-01-2024 2.00,0.081800347,0.032698941,0.042287244,0.02489978,0.468295174,28.35617144,83.7189153,5.035422159,12.25010493,68.05095671,991.0187591,0.649981486
06-01-2024 3.00,0.061005192,0.095941848,0.017313303,0.182975676,0.130695805,16.17609068,73.92372582,6.745957496,10.94773354,11.48539585,999.5632339,0.487931825
06-01-2024 4.00,0.072793516,0.09036812,0.03273106,0.028053443,0.343824329,25.58929704,38.92611457,2.910054397,8.829362099,24.63052244,1010.709577,0.567770467
06-01-2024 5.00,0.092710779,0.092563357,0.035465715,0.107529693,0.372694381,15.89962275,81.27194218,9.382635535,11.54862449,30.56861525,998.941819,0.700963924
06-01-2024 6.00,0.131801477,0.099322622,0.029309118,0.118621191,0.302216689,15.58381681,67.11467495,6.783148112,14.20549968,74.68020923,1015.408583,0.681271097
06-01-2024 7.00,0.136073058,0.036665231,0.017862098,0.108697892,0.377692752,27.25849701,66.5669855,8.896887541,9.020170049,62.58918107,1019.778777,0.676991031
06-01-2024 8.00,0.050695213,0.048435147,0.028852667,0.019811287,0.169101858,21.06670765,85.28043359,3.963861372,2.31919866,18.42654365,990.4696449,0.316896172
06-01-2024 9.00,0.10107473,0.073537522,0.01711328,0.063759672,0.441052893,29.85074325,44.92989334,8.460585409,2.457874759,59.78878106,1000.247095,0.696538098
06-01-2024 10.00,0.0917411,0.058704203,0.004193687,0.010254066,0.156010276,32.92165121,44.37525711,4.403972952,8.757942047,70.81479951,1027.887219,0.320903333
06-01-2024 11.00,0.072210781,0.053471163,0.049640199,0.079133983,0.260324978,17.78782347,60.79161328,3.274765952,5.002028097,38.88972028,992.4903401,0.514781103
06-01-2024 12.00,0.061986537,0.0486249,0.006359123,0.037719786,0.130103041,29.49045677,75.05178399,9.204898052,13.65371063,24.5952914,997.3223744,0.284793386
06-01-2024 13.00,0.083761517,0.067502451,0.003617419,0.112326507,0.318084432,25.29039997,56.83444249,1.829966281,9.174635008,67.89827729,981.7830252,0.585292325
06-01-2024 14.00,0.14429097,0.066047474,0.043926537,0.138561679,0.367898323,17.242385,68.03348339,9.485999165,10.1473892,61.08912001,996.6183021,0.760724984
06-01-2024 15.00,0.082320293,0.032916627,0.015091733,0.106423972,0.476488654,28.03185213,57.15148345,5.126636853,0.087310652,7.791215847,998.5465699,0.713241279
06-01-2024 16.00,0.101879062,0.057739187,0.032514849,0.086847339,0.395734478,27.18933606,66.62323083,9.933629261,7.482728281,66.66796402,984.991778,0.674714916
06-01-2024 17.00,0.120301896,0.064277742,0.016450286,0.077466684,0.316441167,25.31283735,79.33573816,5.856351884,6.467470821,48.85179328,980.0721125,0.594937775
06-01-2024 18.00,0.08636296,0.065622955,0.019572714,0.168338354,0.473046807,33.52942409,40.82860177,7.817393549,10.58807785,75.3368957,1008.770274,0.812943789
06-01-2024 19.00,0.147178208,0.036808575,0.013105649,0.043873613,0.291374735,25.42159392,71.72271204,1.063639147,5.739579905,19.07175419,995.0763301,0.532340781
06-01-2024 20.00,0.146244729,0.079381711,0.0171522,0.146843668,0.324482261,34.81030231,77.24554436,5.47000138,14.64862548,25.82164179,980.8911919,0.71410457
06-01-2024 21.00,0.07517823,0.022015928,0.02053502,0.151496465,0.338439411,25.18457628,56.82668445,7.637081245,10.05304772,54.33127391,1022.997215,0.607665053
06-01-2024 22.00,0.099724851,0.048386548,0.036020803,0.083840001,0.26399189,17.31704077,49.39401462,8.04544318,9.898774997,48.17335279,1009.220484,0.531964094
06-01-2024 23.00,0.080087831,0.082417012,0.02557681,0.05946012,0.435393076,24.40942502,30.81265944,2.422437243,13.79011717,38.63653711,988.5584175,0.682934849
07-01-2024 0.00,0.078484049,0.065111434,0.047178261,0.094108297,0.174070376,18.64657525,77.82630134,4.770738553,14.92807251,74.60333144,1023.262331,0.458952417
07-01-2024 1.00,0.053688695,0.040892995,0.00209402,0.018642785,0.321936876,26.9426697,49.67631954,4.771647623,2.967310339,56.47515636,992.6792985,0.43725537
07-01-2024 2.00,0.110956433,0.07559625,0.025153416,0.009186006,0.388893302,28.8626435,51.43856816,1.932767276,12.15799715,71.02718539,991.3722866,0.609785408
07-01-2024 3.00,0.100267902,0.065391276,0.029211239,0.02232064,0.461590469,24.36870557,50.16036979,4.987409569,2.43479243,15.32549623,1024.731703,0.678781526
07-01-2024 4.00,0.055147875,0.083699489,0.046009849,0.037429006,0.453567359,16.95405935,59.92435985,8.263836628,6.855651796,72.89882951,988.972894,0.675853578
07-01-2024 5.00,0.077864646,0.078802015,0.002457926,0.100835364,0.303496116,24.37282797,72.14997439,3.701626639,1.502781065,46.15281081,1023.94929,0.563456067
07-01-2024 6.00,0.140826589,0.068808634,0.028674979,0.169827327,0.35726458,16.62908429,76.31178786,4.893170697,9.350564677,3.376793568,1020.148665,0.765402109
07-01-2024 7.00,0.073956189,0.059054214,0.042681496,0.047128466,0.257695094,28.64251911,53.55424322,9.648628166,7.027772451,23.4491554,995.488877,0.48051546
07-01-2024 8.00,0.064489487,0.03065457,0.012096386,0.187032402,0.287271105,30.8073645,69.7861221,1.285372683,9.430484225,2.575639174,981.7198541,0.581543951
07-01-2024 9.00,0.098945276,0.040906641,0.043814617,0.190981582,0.462506317,34.24760654,73.24105502,6.323695911,10.16941129,45.6874522,984.1286552,0.837154434
07-01-2024 10.00,0.148565045,0.053527958,0.00095217,0.191780921,0.472281597,17.97604214,47.8150399,7.690924826,9.29148375,32.58797606,985.4764134,0.867107692
07-01-2024 11.00,0.074205527,0.067943943,0.036622731,0.167512547,0.458165623,25.64840671,35.79728817,7.847941906,4.410436839,98.74495599,1024.539942,0.804450372
07-01-2024 12.00,0.117213555,0.061096628,0.046655661,0.072765008,0.155348345,26.35074735,83.67994324,7.443442224,12.55438736,86.8504117,1000.201799,0.453079197
07-01-2024 13.00,0.126161962,0.043054762,0.032859883,0.014536782,0.440033609,33.44953068,70.62695831,7.538062991,8.275292991,82.56708603,981.6264879,0.656646997
07-01-2024 14.00,0.073763754,0.020517149,0.021951462,0.113763746,0.479345492,27.54553281,68.88662453,1.531113991,7.347767598,50.1116549,1007.827423,0.709341604
07-01-2024 15.00,0.122821635,0.059699138,0.002244051,0.111736289,0.244499878,17.91019291,33.53415091,5.807229572,14.80595706,80.70874994,990.3996125,0.54100099
07-01-2024 16.00,0.086778313,0.042850079,0.046005691,0.169995153,0.307458516,23.72702648,79.07238345,8.046721645,4.252618601,26.68696475,991.7563021,0.653087752
07-01-2024 17.00,0.113230583,0.078768664,0.023514811,0.19919821,0.411638102,28.09525057,63.96324937,1.846585441,7.920454573,56.06494678,988.0420867,0.826350371
07-01-2024 18.00,0.113352971,0.021915701,0.001449837,0.101631461,0.324831255,29.00568864,80.87306504,1.108449301,10.23486868,39.29180613,1018.101073,0.563181226
07-01-2024 19.00,0.103577468,0.066786225,0.034491054,0.069040806,0.497393409,32.26147997,88.47367102,8.331056484,1.878388994,17.13419115,980.0306447,0.771288962
07-01-2024 20.00,0.059028977,0.095317939,0.024091863,0.037180342,0.282285346,18.6101424,87.42601925,7.410649488,5.313595862,7.261343137,1001.949208,0.497904467
07-01-2024 21.00,0.13353025,0.033952741,0.006217266,0.000959965,0.385577084,34.03084294,81.36536078,4.709857752,12.02533074,55.8218383,984.3435583,0.560237306
07-01-2024 22.00,0.082078006,0.057731959,0.01071359,0.101822738,0.417036456,16.18278824,30.65684243,9.463567893,3.551373519,9.763913488,1007.61873,0.669382751
